Mean AQI,Stdv AQI,Sum AQI,Mean max on interval,Mean min on interval
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.7041914146194362,1.3861468353738946,3731.5103060683928,3.8079050848007174,0.0
1.300648019342652,1.6805947211434955,6892.133854496713,6.017788961235395,0.0
1.696367247524445,1.7450203950202317,8989.050044632033,7.69562903190787,0.0
2.0217023575771216,1.781864249469764,10713.000792801167,8.67411221781185,0.0
2.3020811932851486,1.9567939527779952,12198.728243218002,9.536022051462421,0.0
2.507110298897609,2.0201519889845527,13285.177473858428,10.224959921419615,0.0
2.684847568082953,2.040956265560532,14227.007263271567,10.539216580905627,0.0
2.805268795853037,2.0224623098010936,14865.119349225244,10.912093437005016,0.0
2.9050148930257165,2.0461402266776276,15393.673918143271,11.353884123292623,0.00000003918253818
2.9814469098905754,1.9978429662169352,15798.687175510158,11.418920471277879,0.00000017197081615
3.0579438467309537,2.079180461452358,16204.044443827323,11.797715015924544,0.00000053218962734
3.0984403267424456,2.109054812703632,16418.63529140822,11.902371192109031,0.00000127235217706
3.1552693002921735,2.181874742402396,16719.772022248228,12.106769823462772,0.00000254460407042
3.189737224418694,2.180190582360572,16902.41755219466,12.263665878497847,0.00000456408073199
3.2085464202454967,2.2188182589229037,17002.087480880888,12.640999287564561,0.00000743754047262
3.213678408693679,2.1925084040311824,17029.281887667807,12.797562880159582,0.00001124656762438
3.2610280689158406,2.2193261232100068,17280.18773718504,12.84029865435705,0.00001612374287313
3.2422284979998532,2.2017759378884274,17180.568810901223,12.950165819320755,0.00002206014285323
3.2756075248413627,2.147205034627102,17357.44427413438,12.976712580385149,0.00002948237382123
3.2801193051403383,2.166168304827933,17381.352197938653,13.573568501250511,0.00004009823370408
3.28261272644353,2.1984890923240505,17394.564837424266,14.362955950707224,0.00005291939046043
3.2883636179336313,2.2408587599771757,17425.038811430313,14.54641388459059,0.00006795689290072
3.3011767767969795,2.2247047501223483,17492.935740247194,14.778190043929872,0.00008525351864295
3.296772382903912,2.2375020416331797,17469.59685700783,14.878589121272306,0.00010478900163346
3.288265919812043,2.243400606647026,17424.521109084017,15.178530394500022,0.00012631716510868
3.288664705839538,2.231606678093973,17426.634276243713,15.272243636951703,0.00014974761337667
3.2975895646863167,2.1784763637737754,17473.927103272792,15.223071807955048,0.00017466431763082
3.2958834525789005,2.166525040308079,17464.886415215595,15.24258974305373,0.00020074244978856
3.3124698921087234,2.1921595638406046,17552.777958284125,15.684556081179679,0.00022787601091341
3.291633592180735,2.217916003550595,17442.366404965716,15.608508533585885,0.00025600721132196
3.2979318775603215,2.26533374671652,17475.741019192144,15.83710024314631,0.00028495748671982
3.300385557975786,2.224807860026942,17488.74307171369,15.754805538110421,0.00031457497425266
3.2597787736131973,2.162379586871666,17273.567721376334,15.9073247426043,0.00034448910685536
3.290069713680478,2.1817919593795985,17434.079412792853,15.856730366772616,0.00037484359604763
3.2744876603163986,2.187183222950407,17351.510112016596,15.918024377730578,0.00040526383802544
3.3129705974142136,2.2787601488972142,17555.431195697918,15.78140342060151,0.00043536148221982
3.279005269137519,2.1704620873804594,17375.448921159714,15.720717811930259,0.00046500247119678
