'time','co','nox','so2','pm'
time,co,nox,so2,pm
00:00:00,0.0,0.0,0.0,0.0
00:04:48,0.00160192330644147,0.00021903338695816,0.00002334129389313,0.00004425202503982
00:09:52,0.00329755129376809,0.00055128889357366,0.0000597624087248,0.00009109257717591
00:14:56,0.0051586660367251,0.00085013941822051,0.00009205770279323,0.00014250458664986
00:20:00,0.00624851490408527,0.00093633361796653,0.00010060837664846,0.00017261090895263
00:24:48,0.00685669272248456,0.00109116449380912,0.00011783195421905,0.00018941140117361
00:29:52,0.00689556798822508,0.00115030449729477,0.00012467792617395,0.00019048530354213
00:34:56,0.00710218724353145,0.00123747883064765,0.00013456287935337,0.00019619301777711
00:40:00,0.00757375371915717,0.00128825628735092,0.00013983558105767,0.00020921971599882
00:44:48,0.00811090525709789,0.0014202090535561,0.00015448814843454,0.00022405815627342
00:49:52,0.00867664041502361,0.0014660529105334,0.00015905519626339,0.00023968619931004
00:54:56,0.00915116757602844,0.00158275665507055,0.00017201520887053,0.00025279468442068
01:00:00,0.00951773853484305,0.00162770553098901,0.00017675293091532,0.00026292095400119
01:04:48,0.01022977160363999,0.00173566076478245,0.00018836423710173,0.00028259037579116
01:09:52,0.01068620632054489,0.00181989380281543,0.00019756099018038,0.00029519906962831
