'time','co','nox','so2','pm'
time,co,nox,so2,pm
00:00:00,0.0,0.0,0.0,0.0
00:04:48,0.00194350720829612,0.00028981258352555,0.00003112706585658,0.00005368804442807
00:09:52,0.00291010074343922,0.00044296806689057,0.00004766013163893,0.00008038952329943
00:14:56,0.00431231969763389,0.00062963754158813,0.00006750147050899,0.0001191248535258
00:20:00,0.00466470593753967,0.00075195738135624,0.0000812853971561,0.00012885928004253
00:24:48,0.00531720414708466,0.00087926787870628,0.00009523704789269,0.0001468840924609
00:29:52,0.00543695075014673,0.00094563356850795,0.0001028143158423,0.00015019200967256
00:34:56,0.00578330117410851,0.00101202882559601,0.00011008204460576,0.00015975970094222
00:40:00,0.00609021537636706,0.00108482621214087,0.00011815115839199,0.00016823799382229
00:44:48,0.00685344940944564,0.00116983916759431,0.0001270151458748,0.00018932180689076
00:49:52,0.00716243166807901,0.00119763759427101,0.00012983152457829,0.00019785722839997
00:54:56,0.0074950192133233,0.00126906299441895,0.00013770511286639,0.00020704472964981
01:00:00,0.00824689227020056,0.00139708515780671,0.00015160253323095,0.0002278147035967
01:04:48,0.00920613471280332,0.00149807278385618,0.00016205950243589,0.00025431311361335
01:09:52,0.00918935398868556,0.00154081904578409,0.00016706974412322,0.0002538495576985
