'time','co','nox','so2','pm'
time,co,nox,so2,pm
00:00:00,0.0,0.0,0.0,0.0
00:04:48,0.00327533310957419,0.00055828082793942,0.00006060882250052,0.00009047881518161
00:09:52,0.00460548655099506,0.00075808204330093,0.00008208173578244,0.0001272233853866
00:14:56,0.0068871483116324,0.00110720415224358,0.0001196611819722,0.00019025271579095
00:20:00,0.00790313294833838,0.00129677842932595,0.00014037488726804,0.0002183185897331
00:24:48,0.00897324428238633,0.00147498571226309,0.00015968768261524,0.00024787967630901
00:29:52,0.01156673612498073,0.00187929600027933,0.00020327504516383,0.00031952309737516
00:34:56,0.0111124348838112,0.00188570855723174,0.00020465066471045,0.0003069733393318
00:40:00,0.01247924169041341,0.00208364032965431,0.00022585485012116,0.00034473043343683
00:44:48,0.01373025717727374,0.00225375003651856,0.00024397306064548,0.00037928887230038
00:49:52,0.01495580868732051,0.00241512318509051,0.00026110717727439,0.00041314388639007
00:54:56,0.014939146698128,0.00240727021819112,0.00026021401160002,0.00041268361044553
01:00:00,0.01505535309263676,0.00253541965405953,0.00027500427304824,0.00041589373184079
01:04:48,0.01450285675413041,0.00244671665639219,0.0002654187064767,0.0004006314020478
01:09:52,0.0154898995957313,0.00258551516759934,0.00028024854727554,0.00042789777888761
