'time','co','nox','so2','pm'
time,co,nox,so2,pm
00:00:00,0.0,0.0,0.0,0.0
00:04:48,0.00550333776172107,0.00084404758262193,0.00009087092272156,0.00015202590501992
00:09:52,0.00759329809601708,0.00111938291799123,0.00012010669297004,0.00020975961591207
00:14:56,0.00876301202315948,0.00143867971957081,0.00015574235951647,0.0002420721553359
00:20:00,0.0118494395889146,0.00197517814181556,0.00021407082061203,0.00032733258532913
00:24:48,0.01248505433076766,0.00226610375258688,0.00024713422095452,0.00034489100361237
00:29:52,0.01217190770481231,0.00223460678227913,0.00024389209738264,0.00033624054433183
00:34:56,0.01321236636504436,0.00241766949814095,0.00026381231663618,0.00036498249627194
00:40:00,0.01464273080442933,0.00249976647834521,0.00027141465616915,0.00040449532608921
00:44:48,0.01417742421834239,0.00236711504989932,0.00025658134483861,0.00039164155299288
00:49:52,0.01472222754216154,0.00266848734157085,0.00029098895475487,0.000406691368568
00:54:56,0.0159329158631248,0.0026421116984705,0.00028623957495536,0.00044013579732389
01:00:00,0.01572714841717672,0.00283694744328029,0.00030925462102933,0.00043445161373416
01:04:48,0.01721190873673643,0.00290251955736799,0.00031485392708418,0.00047546709217504
01:09:52,0.01638072337646063,0.00306840476245085,0.00033535524708824,0.00045250617062046
