'time','co','nox','so2','pm'
time,co,nox,so2,pm
00:00:00,0.0,0.0,0.0,0.0
00:04:48,0.00110666442685021,0.00019050612118167,0.00002069717211183,0.00003057084052072
00:09:52,0.00276076021831916,0.00047896890966213,0.00005206650140581,0.00007626409442871
00:14:56,0.00427545524126635,0.00072980202967902,0.00007923824521034,0.00011810649837752
00:20:00,0.0059501958166938,0.00101913566209215,0.00011068065806817,0.00016437005018491
00:24:48,0.00669310825355451,0.00108283326021237,0.00011708592236517,0.00018489249319211
00:29:52,0.00758272926700725,0.00127379009782865,0.0001381354617812,0.00020946765930959
00:34:56,0.00822707626633875,0.00136479629458623,0.00014786286935964,0.0002272673001751
00:40:00,0.00886339456966447,0.00147937896991999,0.00016035195546442,0.00024484515385813
00:44:48,0.00959503855114676,0.00157713253914165,0.00017074598055481,0.00026505631356759
00:49:52,0.00980992360380505,0.00163575835280535,0.00017728885625666,0.000270992364746
00:54:56,0.01022806790024041,0.00166889279996679,0.00018057699438806,0.00028254331216134
01:00:00,0.01035266809047975,0.00170800507949454,0.00018496799395602,0.00028598530636684
01:04:48,0.01062891013379114,0.00180157649067546,0.00019550310881022,0.00029361630203843
01:09:52,0.01105170808868061,0.00181686261894506,0.00019670251536585,0.00030529580355471
