'time','co','nox','so2','pm'
time,co,nox,so2,pm
00:00:00,0.0,0.0,0.0,0.0
00:04:48,0.00139901081055199,0.00022116761833848,0.00002387055343247,0.00003864670747381
00:09:52,0.00318559739032563,0.00054059693313465,0.00005866964580357,0.00008799992790955
00:14:56,0.00462538315263521,0.00081318659782751,0.00008848311898323,0.00012777301526617
00:20:00,0.00620881177152664,0.00105794934847238,0.00011485171712169,0.00017151413733499
00:24:48,0.00731498138584823,0.00130564982409616,0.00014222224736115,0.00020207130900133
00:29:52,0.0090616143923849,0.00180993893932747,0.00019864350094311,0.00025032083956864
00:34:56,0.00951018528733841,0.0016200952445769,0.00017587549682954,0.0002627123007552
00:40:00,0.01018278780121192,0.00174947729397574,0.00019004106026235,0.00028129248069646
00:44:48,0.01044538739502444,0.00178640571671309,0.00019398666962708,0.00028854661312222
00:49:52,0.01091142062854459,0.00189484706237918,0.0002059944676433,0.00030142045935206
00:54:56,0.01166153336752901,0.00205938870989261,0.0002241549258675,0.00032214180573285
01:00:00,0.01260022413278902,0.00215566824573046,0.00023409100417575,0.00034807248985605
01:04:48,0.01276611734152417,0.00211414987904231,0.00022901806046259,0.00035265517518023
01:09:52,0.01274582234484379,0.00209383949547194,0.00022667654747609,0.00035209453991281
