'time','co','nox','so2','pm'
time,co,nox,so2,pm
00:00:00,0.0,0.0,0.0,0.0
00:04:48,0.00567814509564473,0.00112311898808258,0.00012318780676482,0.00015685483689626
00:09:52,0.00693252879553196,0.00127513658263322,0.00013919061862461,0.00019150632031856
00:14:56,0.0078895687744028,0.00134214810926861,0.00014568675164156,0.00021794388879566
00:20:00,0.00848888749049374,0.00137035977058004,0.000148150323846,0.00023449965443353
00:24:48,0.00954663442985586,0.0015924992508052,0.00017260562010335,0.00026371918314519
00:29:52,0.01021100872410637,0.00175189657085548,0.00019028433005638,0.00028207206420183
00:34:56,0.01119515399172714,0.00188687891201007,0.00020467295318977,0.00030925839756152
00:40:00,0.01233706144466482,0.00202541833607878,0.00021925866575892,0.00034080280233881
00:44:48,0.01296632797396364,0.00223798109192316,0.00024318850127598,0.00035818585563435
00:49:52,0.01292320014422598,0.0021362613519987,0.0002313807671104,0.00035699447912226
00:54:56,0.01358316509758287,0.00235126619861137,0.0002555531120789,0.00037522555518185
01:00:00,0.01359164898832969,0.00233043686846082,0.00025311130548019,0.00037545991680469
01:04:48,0.0135558458488239,0.00224709318306832,0.00024343732736788,0.00037447087980177
01:09:52,0.01396701518058263,0.00237440015774635,0.00025772189430533,0.00038582914863488
