Mean AQI,Stdv AQI,Sum AQI,Mean max on interval,Mean min on interval
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.764247110653813,1.7940571841253268,4049.7454393545554,4.7239885060156315,0.0
1.4925496790226145,2.736930751569277,7909.020749140835,8.803434829280466,0.0
2.203306123258867,3.462998929001376,11675.319147148737,12.638526473242297,0.0
2.8749883160111507,3.9531749815405646,15234.563086543087,14.935935273319933,0.0
3.5534400875850163,4.377823606380478,18829.679024113,16.951128590978758,0.0
4.198980339676362,4.8174248028282625,22250.396819945043,19.397018984066793,0.0
4.918367668283,5.439907416144682,26062.430274231618,21.332329343613267,0.0
5.6144924975216215,5.966850868531169,29751.195744367073,22.75415538595397,0.0
6.304261212482321,6.549857061687993,33406.28016494382,24.793002017516553,0.00000000010709141
6.979284803173817,7.043893353282265,36983.230172018055,26.131940713484884,0.00000000078344566
7.61729535063469,7.414548570334259,40364.04806301322,27.40725136645919,0.00000000376205116
8.28133424266252,7.878122504066458,43882.79015186869,28.89042289030068,0.00000001566445022
8.881417796886595,8.233801940139077,47062.63290570207,30.11940087928845,0.00000005410396154
9.543815107026564,8.738724838792963,50572.67625213376,31.256578895580507,0.00000015651964029
10.160155417831367,9.162469963682346,53838.66355908842,32.312496592341056,0.00000039181649286
10.740887516869595,9.533353512068052,56915.96295189198,33.28590578164165,0.00000087273825226
11.353220090069998,9.881323923361595,60160.71325728092,34.38418473745336,0.00000176681139724
11.930555843875824,10.212083266751184,63220.01541669799,35.44473100256303,0.00000330442215531
12.566648694083801,10.691847680881004,66590.67142995006,36.466763471082494,0.00000578505947023
13.16054006448608,11.07611927786418,69737.70180171174,39.19914134884442,0.00001003942232299
13.699665959887126,11.340104112222749,72594.52992144188,41.90547472402091,0.00001659577965292
14.242636307477161,11.722978221315081,75471.72979332147,44.389424274166,0.0000263205462479
14.844084597691332,12.142796479145405,78658.80428316636,46.35798443500671,0.00004027995157061
15.462304591065195,12.54143186897889,81934.75202805447,48.280694315109606,0.00005975455530462
16.042750512888208,12.935571835739514,85010.5349677946,50.27121762974856,0.00008624891340549
16.59549990247575,13.20945331941702,87939.553983219,52.126835857075264,0.00012149695166126
17.15632847644229,13.519123845460312,90911.3845966677,53.79088070792269,0.00016746429925306
17.71371717853692,13.84282116708614,93864.98732906714,55.415067792173126,0.00022634863685345
18.245241875356463,14.185317208506815,96681.53669751389,56.92883600045761,0.00030057858229492
18.829469082548368,14.552048543995278,99777.3566684238,58.14564594841121,0.00039281345233613
19.337379376421286,14.826675483334379,102468.77331565639,60.03393253934585,0.00050594430151686
19.874758342591644,15.148152127336749,105316.34445739312,61.56430993117142,0.00064309443210422
20.38036349653063,15.46357826444988,107995.5461681158,62.90774526047407,0.00080761734909143
20.929492345061142,15.812872650371695,110905.37993647899,64.47844858007115,0.0010030914787285
21.477105465036438,16.157893064491606,113807.18185922808,65.83018514257166,0.00123331091655257
22.024533215428473,16.475986414512974,116708.00150855548,67.6745300052291,0.00150227102365436
22.57263166812466,16.81003555224827,119612.37520939257,69.3974835664014,0.00181414837846631
23.079916135113802,17.08850897490003,122300.47559996803,70.73845576966129,0.00217327546808971
23.631739882838488,17.407913245940033,125224.58963916115,71.88852993828023,0.00258411158854537
24.134808948835364,17.66283242128472,127890.35261987858,73.07815236495573,0.00305121000054211
24.620465576855565,17.900663268810042,130463.84709175763,74.17224815879425,0.00357918218018273
25.076368387619436,18.087739590875454,132879.6760859954,75.24747905012389,0.00417266079392752
25.57373007155403,18.426171185263335,135515.19564916482,76.21607890008885,0.00483626421112049
26.02522514361306,18.670369934648225,137907.6680360056,77.31728698426713,0.00557456460222393
26.502961938265646,18.931865189959776,140439.19531086966,78.10305342897192,0.00639206041269793
26.970250450946025,19.213875072375043,142915.35713956298,78.99495075459072,0.00729315317996775
27.41432377225149,19.420781735266438,145268.50166916064,79.88578835367358,0.0082821279469836
27.862434408889758,19.63257740843617,147643.03993270683,80.68647675665385,0.00936313697874918
28.26411005976576,19.74236999513375,149771.51920669875,81.51983021579157,0.01054018755247528
28.719549849580954,19.922759350264972,152184.89465292948,82.4852765993161,0.01181713358710717
29.154195700808767,20.189470655319177,154488.08301858566,83.36949451324463,0.013197669721012
29.65379598933837,20.52768066302067,157135.46494750402,83.99659309164815,0.01468532692918512
30.05691848468737,20.71522523346208,159271.61105035836,85.04812350700793,0.01628346908861113
30.50189402646996,20.907367439680055,161629.5364462643,85.95480540762402,0.01799528874524501
30.93397962775849,21.085979465589585,163919.15804749224,86.71435895390694,0.01982380120553446
31.39334346905439,21.377341807513417,166353.3270425192,87.70058609647151,0.02177183657049907
31.775249789032326,21.529570004441403,168377.0486320823,88.3515799699475,0.02384203005011335
32.2250159380312,21.71196620593429,170760.3594556273,88.77032203904028,0.02603681213305756
32.64810981394853,21.903670307847293,173002.33390411324,89.3763107256167,0.02835840041045696
33.08991341348361,22.213767284568092,175343.45117804964,90.45030853127028,0.03080879407869971
33.510605307249456,22.4776939860436,177572.69752311488,91.35449215459326,0.0333897722301327
33.917587168036164,22.669428781711257,179729.29440342364,92.23257777468925,0.0361028950579539
34.32058759275835,22.85516702439349,181864.7936540265,93.52484016512646,0.03894950747901345
34.7290550909444,23.048802486973134,184029.26292691438,94.42214178489837,0.04193074440225204
35.11355244697143,23.23566238727236,186066.71441650164,95.29549556125234,0.04504753800242822
35.52480801971983,23.4680788040908,188245.95769649537,96.24868437574817,0.04830062782438482
35.91103361845129,23.64846140904203,190292.5671441734,96.9136150922999,0.05169057373165992
