time,value
2019-07-21 17:00,48.4
2019-07-21 18:00,31.5
2019-07-21 19:00,22.7
2019-07-21 20:00,51.5
2019-07-21 21:00,26.3
2019-07-21 22:00,25.1
2019-07-21 23:00,52.3
2019-07-22 00:00,38.6
2019-07-22 01:00,67.2
2019-07-22 02:00,76.8
2019-07-22 03:00,38.9
2019-07-22 04:00,40.3
2019-07-22 05:00,37.1
2019-07-22 06:00,73.5
2019-07-22 07:00,41.0
2019-07-22 08:00,51.5
2019-07-22 09:00,70.8
2019-07-22 10:00,60.5
2019-07-22 11:00,79.8
2019-07-22 12:00,52.0
2019-07-22 13:00,69.5
2019-07-22 14:00,40.5
2019-07-22 15:00,51.7
2019-07-22 16:00,35.4
2019-07-22 17:00,43.9
2019-07-22 18:00,61.8
2019-07-22 19:00,48.2
2019-07-22 20:00,55.2
2019-07-22 21:00,52.9
2019-07-22 22:00,46.1
2019-07-22 23:00,48.9
2019-07-23 00:00,53.7
2019-07-23 01:00,70.4
2019-07-23 02:00,41.4
2019-07-23 03:00,35.4
2019-07-23 04:00,29.4
2019-07-23 05:00,32.2
2019-07-23 06:00,31.8
2019-07-23 07:00,40.8
2019-07-23 08:00,35.8
2019-07-23 09:00,48.1
2019-07-23 10:00,36.7
2019-07-23 11:00,58.0
2019-07-23 12:00,78.2
2019-07-23 13:00,58.7
2019-07-23 14:00,34.2
2019-07-23 15:00,51.8
2019-07-23 16:00,36.2
2019-07-23 17:00,31.2
2019-07-23 18:00,28.1
2019-07-23 19:00,34.6
2019-07-23 20:00,53.9
2019-07-23 21:00,66.4
2019-07-23 22:00,32.3
2019-07-23 23:00,29.1
2019-07-24 00:00,32.2
2019-07-24 01:00,39.9
2019-07-24 02:00,89.2
2019-07-24 03:00,74.6
2019-07-24 04:00,61.0
2019-07-24 05:00,80.0
2019-07-24 06:00,69.2
2019-07-24 07:00,62.3
2019-07-24 08:00,52.1
2019-07-24 09:00,77.3
2019-07-24 10:00,86.8
2019-07-24 11:00,79.2
2019-07-24 12:00,64.2
2019-07-24 13:00,55.4
2019-07-24 14:00,41.4
2019-07-24 15:00,56.2
2019-07-24 16:00,62.8
2019-07-24 17:00,60.9
2019-07-24 18:00,56.7
2019-07-24 19:00,54.5
2019-07-24 20:00,33.8
2019-07-24 21:00,28.0
2019-07-24 22:00,38.9
2019-07-24 23:00,44.0
2019-07-25 00:00,29.5
2019-07-25 01:00,51.1
2019-07-25 02:00,79.0
2019-07-25 03:00,85.9
2019-07-25 04:00,52.4
2019-07-25 05:00,45.4
2019-07-25 06:00,41.6
2019-07-25 07:00,59.0
2019-07-25 08:00,47.5
2019-07-25 09:00,39.2
2019-07-25 10:00,36.2
2019-07-25 11:00,35.2
2019-07-25 12:00,66.4
2019-07-25 13:00,44.7
2019-07-25 14:00,54.9
2019-07-25 15:00,59.7
2019-07-25 16:00,55.8
2019-07-25 17:00,50.1
2019-07-25 18:00,61.0
2019-07-25 19:00,43.0
2019-07-25 20:00,32.0
2019-07-25 21:00,58.6
2019-07-25 22:00,37.9
2019-07-25 23:00,37.9
2019-07-26 00:00,88.9
2019-07-26 01:00,66.7
2019-07-26 02:00,24.1
2019-07-26 03:00,44.8
2019-07-26 04:00,34.5
2019-07-26 05:00,86.2
2019-07-26 06:00,69.7
2019-07-26 07:00,82.4
2019-07-26 08:00,91.2
2019-07-26 09:00,97.0
2019-07-26 10:00,109.9
2019-07-26 11:00,95.6
2019-07-26 12:00,92.1
2019-07-26 13:00,80.8
2019-07-26 14:00,73.2
2019-07-26 15:00,70.6
2019-07-26 16:00,50.8
2019-07-26 17:00,39.7
2019-07-26 18:00,60.0
2019-07-26 19:00,52.2
2019-07-26 20:00,42.3
2019-07-26 21:00,32.0
2019-07-26 22:00,30.9
2019-07-26 23:00,41.6
2019-07-27 00:00,34.7
2019-07-27 01:00,41.6
2019-07-27 02:00,55.5
2019-07-27 03:00,44.1
2019-07-27 04:00,76.3
2019-07-27 05:00,67.4
2019-07-27 06:00,75.6
2019-07-27 07:00,32.4
2019-07-27 08:00,25.4
2019-07-27 09:00,28.1
2019-07-27 10:00,24.1
2019-07-27 11:00,22.2
2019-07-27 12:00,27.6
2019-07-27 13:00,26.0
2019-07-27 14:00,24.4
2019-07-27 15:00,34.8
2019-07-27 16:00,51.8
2019-07-27 17:00,31.0
2019-07-27 18:00,36.1
2019-07-27 19:00,40.5
2019-07-27 20:00,50.5
2019-07-27 21:00,24.2
2019-07-27 22:00,38.9
2019-07-27 23:00,53.8
2019-07-28 00:00,25.0
2019-07-28 01:00,30.6
2019-07-28 02:00,41.4
2019-07-28 03:00,54.1
2019-07-28 04:00,83.6
2019-07-28 05:00,59.2
2019-07-28 06:00,34.1
2019-07-28 07:00,29.8
2019-07-28 08:00,37.5
2019-07-28 09:00,35.0
2019-07-28 10:00,30.1
2019-07-28 11:00,27.8
2019-07-28 12:00,25.1
2019-07-28 13:00,23.4
2019-07-28 14:00,25.9
2019-07-28 15:00,32.1
2019-07-28 16:00,59.6
2019-07-28 17:00,36.1
2019-07-28 18:00,97.7
2019-07-28 19:00,77.8
2019-07-28 20:00,63.4
2019-07-28 21:00,49.4
2019-07-28 22:00,66.0
2019-07-28 23:00,45.4
2019-07-29 00:00,30.1
2019-07-29 01:00,48.8
2019-07-29 02:00,40.8
2019-07-29 03:00,38.6
2019-07-29 04:00,69.1
2019-07-29 05:00,37.4
2019-07-29 06:00,28.5
