step,pollutant_decay_rate,pollutant_diffusion,Mean AQI,Stdv AQI,Sum AQI,Mean max on interval
16.0,0.10000000149011612,0.05,0.0,0.0,0.0,0.0
16.0,0.10000000149011612,0.05,0.08498956965364612,0.1174361559939395,441.9457621989598,0.9605400009430028
16.0,0.10000000149011612,0.05,0.38126917219596235,0.38127311517758183,1982.5996954190043,2.2594784614424417
16.0,0.10000000149011612,0.05,0.2427441363735295,0.2492596375704556,1262.2695091423534,2.579914654220011
16.0,0.10000000149011612,0.05,0.2503225815414114,0.2652116019943196,1301.6774240153393,2.7779456282505457
16.0,0.10000000149011612,0.05,0.2400574219736689,0.26569115998631804,1248.2985942630783,2.945402524703912
16.0,0.10000000149011612,0.05,0.24588339098165832,0.26731975303665045,1278.5936331046232,3.098084236085673
16.0,0.10000000149011612,0.05,0.22756946094041264,0.2500483946669487,1183.3611968901457,3.232134523583394
16.0,0.10000000149011612,0.05,0.21147741972701392,0.23874995964393433,1099.6825825804724,3.3245034527021815
16.0,0.10000000149011612,0.05,0.23403185039927904,0.25476349979707685,1216.965622076251,3.335005531651169
16.0,0.10000000149011612,0.05,0.2261844322123164,0.23786199786013643,1176.1590475040452,3.3712854865801574
16.0,0.10000000149011612,0.05,0.21138801179218397,0.22443502762614612,1099.2176613193567,3.355748012244258
16.0,0.10000000149011612,0.05,0.22058856044831404,0.2401101739454244,1147.060514331233,3.3597889726192687
16.0,0.10000000149011612,0.05,0.20211890019515777,0.22569226322395336,1051.0182810148203,3.370687071967273
16.0,0.10000000149011612,0.05,0.222076555694461,0.24442843109858875,1154.7980896111972,3.3616459053676095
16.0,0.10000000149011612,0.05,0.2071581640466356,0.2330612810925647,1077.222453042505,3.3503377905206504
16.0,0.10000000149011612,0.05,0.20173850570710336,0.2259916325864319,1049.0402296769375,3.3246927432748747
16.0,0.10000000149011612,0.05,0.2017116046482961,0.22681234439363365,1048.9003441711397,3.3139786718794673
16.0,0.10000000149011612,0.05,0.20092610169167271,0.21487353678408286,1044.815728796698,3.284444224491686
16.0,0.10000000149011612,0.05,0.21074481816061416,0.23416904921028267,1095.8730544351936,3.262109814769687
16.0,0.10000000149011612,0.05,0.19360491206755057,0.21477055523772878,1006.745542751263,3.2604747729333003
16.0,0.10000000149011612,0.05,0.19865345843695173,0.22099449147320419,1032.997983872149,3.4290428670532966
16.0,0.10000000149011612,0.05,0.19344541493869988,0.22369171655547682,1005.9161576812394,3.458810193714104
