step,pollutant_decay_rate,pollutant_diffusion,Mean AQI,Stdv AQI,Sum AQI,Mean max on interval
16.0,0.20000000298023224,0.05,0.0,0.0,0.0,0.0
16.0,0.20000000298023224,0.05,0.1677427501190065,0.21414995573329798,872.2623006188338,2.0066596830366956
16.0,0.20000000298023224,0.05,0.7803521776761804,0.8024139124992636,4057.831323916138,4.7264377745967865
16.0,0.20000000298023224,0.05,0.5529863131735634,0.5572486337502149,2875.52882850253,5.802969120249143
16.0,0.20000000298023224,0.05,0.5880860034321114,0.5857617731806427,3058.047217846979,6.230138398170107
16.0,0.20000000298023224,0.05,0.5390861743111954,0.5623129088799336,2803.248106418216,6.474603729367867
16.0,0.20000000298023224,0.05,0.530625496498742,0.5400141878675707,2759.2525817934584,6.666485560642455
16.0,0.20000000298023224,0.05,0.5326786048612349,0.5610735534074902,2769.928745278421,6.7891976739330095
16.0,0.20000000298023224,0.05,0.5208785766211391,0.5478750434553646,2708.5685984299234,6.920681201284255
16.0,0.20000000298023224,0.05,0.5125293378046643,0.5359715750551377,2665.152556584254,6.98720439986076
16.0,0.20000000298023224,0.05,0.4938461754039418,0.5280715301288695,2568.0001121004975,6.965525316208467
16.0,0.20000000298023224,0.05,0.48148025276888357,0.5281919613579538,2503.6973143981945,7.009188878804516
16.0,0.20000000298023224,0.05,0.4332062068099145,0.48001463091448027,2252.6722754115553,7.054865714691816
16.0,0.20000000298023224,0.05,0.4373276492318796,0.47254536369535394,2274.103776005774,7.056159631631537
16.0,0.20000000298023224,0.05,0.46909581906625136,0.5263598182389471,2439.298259144507,7.062393462674723
16.0,0.20000000298023224,0.05,0.45571479207108345,0.493819387041653,2369.716918769634,7.077508941907915
16.0,0.20000000298023224,0.05,0.49109925009619376,0.5421292456453489,2553.7161005002076,7.0854592316362375
16.0,0.20000000298023224,0.05,0.4913160191466942,0.5278613860846856,2554.84329956281,7.063528932849098
16.0,0.20000000298023224,0.05,0.4753182779469132,0.4867673787631272,2471.655045323949,7.048766623383238
16.0,0.20000000298023224,0.05,0.4853302236595433,0.4972333004026882,2523.717163029625,7.039546921545489
16.0,0.20000000298023224,0.05,0.4701501420500423,0.48699771001283737,2444.78073866022,7.04376317998186
16.0,0.20000000298023224,0.05,0.4365295352321481,0.46103118679855737,2269.95358320717,7.308886103383617
16.0,0.20000000298023224,0.05,0.4552577850090266,0.517244770747588,2367.340482046938,7.46036213123266
16.0,0.20000000298023224,0.05,0.439121299731727,0.4832382193424838,2283.4307586049804,7.33831650827232
16.0,0.20000000298023224,0.05,0.4332283854141189,0.4720757303657772,2252.787604153418,7.2514924735811785
16.0,0.20000000298023224,0.05,0.4260593737242884,0.45405719368845243,2215.5087433662998,7.193453541577897
16.0,0.20000000298023224,0.05,0.42900025205539777,0.4611225179212824,2230.8013106880685,7.153003008609907
16.0,0.20000000298023224,0.05,0.4305150298186281,0.46582877508796405,2238.678155056866,7.097918578708777
16.0,0.20000000298023224,0.05,0.39089680225517187,0.42625656280813057,2032.6633717268937,7.1173823608172775
16.0,0.20000000298023224,0.05,0.4056425199185759,0.4226613309703605,2109.341103576595,7.055696731522706
16.0,0.20000000298023224,0.05,0.392831675056158,0.4090774642313206,2042.7247102920217,7.03052061706684
16.0,0.20000000298023224,0.05,0.43768351768557967,0.4638563899883855,2275.9542919650144,7.00879326596021
16.0,0.20000000298023224,0.05,0.4422586356559545,0.4740833222164108,2299.7449054109634,6.942874295018956
16.0,0.20000000298023224,0.05,0.4198062318629584,0.47161580414496607,2182.992405687384,6.889956151578061
16.0,0.20000000298023224,0.05,0.401569413892104,0.4479708475026935,2088.160952238941,6.905644235583938
16.0,0.20000000298023224,0.05,0.4047350415624274,0.44704732572928946,2104.6222161246224,6.884651162960127
16.0,0.20000000298023224,0.05,0.4155220202782495,0.45387242442421466,2160.7145054468974,6.835064070479513
16.0,0.20000000298023224,0.05,0.4026383061299827,0.43808940702240823,2093.71919187591,6.761262979104849
16.0,0.20000000298023224,0.05,0.42625098413536877,0.4706513767603699,2216.5051175039175,6.733358734300417
16.0,0.20000000298023224,0.05,0.40012815054006173,0.40887976412573496,2080.666382808321,6.698658698827726
16.0,0.20000000298023224,0.05,0.3983328586280162,0.43109940500388183,2071.3308648656844,6.654636554514667
16.0,0.20000000298023224,0.05,0.38227577411275393,0.37752461821978867,1987.8340253863205,6.56980785417442
16.0,0.20000000298023224,0.05,0.38727976788948726,0.3983844010554077,2013.8547930253337,6.586920107129059
16.0,0.20000000298023224,0.05,0.39456955603494653,0.4141450842664581,2051.761691381722,6.486088985137961
16.0,0.20000000298023224,0.05,0.38514074037695095,0.3687338901760182,2002.731849960145,6.3899546516497825
16.0,0.20000000298023224,0.05,0.4160245782649053,0.41973228243757205,2163.3278069775074,6.3034483254270075
16.0,0.20000000298023224,0.05,0.39334047249259396,0.4003501551025813,2045.3704569614886,6.273577677579176
16.0,0.20000000298023224,0.05,0.4094531231481307,0.42714427806212313,2129.1562403702796,6.204430097127042
16.0,0.20000000298023224,0.05,0.38181177759470486,0.41957739586274756,1985.4212434924652,6.179481916453524
16.0,0.20000000298023224,0.05,0.3929826235870719,0.41953037794425424,2043.509642652774,6.034330782129258
16.0,0.20000000298023224,0.05,0.37524886615565656,0.4041569539387473,1951.2941040094142,5.9539380491671
16.0,0.20000000298023224,0.05,0.3936056559813879,0.424356770903771,2046.7494111032172,5.849671223167832
16.0,0.20000000298023224,0.05,0.388521928265355,0.39064811693986823,2020.314026979846,5.809501924682566
16.0,0.20000000298023224,0.05,0.39607866506309036,0.3853479571076296,2059.6090583280698,5.7603380436602
16.0,0.20000000298023224,0.05,0.38878884945144815,0.39488363263446347,2021.7020171475303,5.650669592992031
16.0,0.20000000298023224,0.05,0.38196494623087957,0.39317846651554816,1986.2177204005739,5.5326771542068585
16.0,0.20000000298023224,0.05,0.3954006778256024,0.4010349588608646,2056.0835246931324,5.413008476422493
16.0,0.20000000298023224,0.05,0.3854155017993498,0.392516816768423,2004.160609356619,5.307814462906937
16.0,0.20000000298023224,0.05,0.3962777580107834,0.4126862710687287,2060.6443416560737,5.286904371291389
16.0,0.20000000298023224,0.05,0.3899272875758334,0.3987517485076636,2027.6218953943337,5.193911477854384
16.0,0.20000000298023224,0.05,0.3812593875328403,0.3872833337254982,1982.5488151707696,5.109394334521085
16.0,0.20000000298023224,0.05,0.39035742595889406,0.40214158376304016,2029.858614986249,5.034439176551411
16.0,0.20000000298023224,0.05,0.3868800997173566,0.3860607711176054,2011.7765185302542,4.9859893850245145
16.0,0.20000000298023224,0.05,0.37683904398990703,0.38512611524169293,1959.5630287475165,4.94395063554199
16.0,0.20000000298023224,0.05,0.39596991967806555,0.4358309551193446,2059.043582325941,4.9410276499723516
