Mean AQI,Stdv AQI,Sum AQI,Mean max on interval,Mean min on interval
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
5.114664734062636,5.653730434571209,27102.608425797906,19.768447575654076,0.0
10.034761541098659,10.5924544783155,53174.20140628179,37.42821902372457,0.0
14.854353343572487,14.601104042526009,78713.21836759061,54.12535647337571,0.0
19.36626476815823,18.332131140369505,102621.83700647046,72.14681056701926,0.0
23.893330961720594,21.549868247374164,126610.76076615743,89.40989438018885,0.0
28.18787707899354,24.911940909340352,149367.56064158678,106.6683029221828,0.0
32.56065777498482,28.370101305015904,172538.92554964457,123.26183640175883,0.0
36.94217198489686,31.80921232984342,195756.56934796847,139.30214108416237,0.0
41.03191817739284,35.24491147272055,217428.13442200466,155.04941942695513,0.0
45.36721368894617,38.590711131678454,240400.8653377258,170.46107128228041,0.0
49.55765655308949,41.870425630987974,262606.0220748212,185.52510065183725,0.0
53.85618036777627,45.46307057272664,285383.89976884646,200.059483831876,0.0
57.97697060514225,48.76625541456396,307219.9672366488,214.22934286596177,0.0
62.04076670815561,52.007457691479175,328754.0227865166,228.46682128284615,0.0
66.22200640773364,55.36731724038926,350910.4119545806,242.66710591943615,0.0
70.26337364287502,58.544102006957665,372325.61693359475,257.05658695428144,0.0
74.35254202729833,61.53660064619274,393994.12020265387,270.76094936491995,0.0
78.12219203170731,64.49677567373658,413969.49557601707,284.20369309094815,0.0
82.04936245148208,67.58246941903803,434779.5716304036,298.0170248270156,0.0
85.8533510514036,70.55125754735414,454936.9072213877,326.5826947328596,0.0
89.56064450104758,73.50142684824999,474581.8552110511,356.36123040640854,0.0
93.3065330593356,76.44965881521676,494431.31868141936,384.62702349011005,0.0
97.12125014552582,79.57884272649902,514645.5045211413,412.9503472264734,0.0
100.81652520030171,82.28411246520177,534226.7670363988,440.89490859037767,0.0
104.45153034214377,85.11998198834854,553488.6592830198,467.65397213028837,0.0
108.0298363090082,87.99735008649641,572450.1026014345,494.16049661079876,0.0
111.70297561334051,90.87751058091736,591914.0677750914,520.1677048720644,0.0
115.34857187551043,93.79317243288473,611232.0823683297,546.156817659391,0.0
118.86278708531766,96.4663254980811,629853.9087650983,571.8127737066654,0.0
122.49527582503669,99.3027220724456,649102.4665968694,597.3125976428337,0.0
125.97880636590365,102.16588978758949,667561.6949329234,622.6933886139201,0.0
129.46681518517406,104.86754246101913,686044.6536662373,648.3669019362881,0.0
132.83953625921058,107.47353134434006,703916.7026375568,674.0877404851717,0.0
136.3128145300714,110.25612618728505,722321.6041948483,700.0000442719462,0.0
139.88224738926084,113.01357271868928,741236.0289156932,725.8379322172493,0.0
143.22572624954284,115.36605440777497,758953.1233963275,750.9787684331816,0.0
146.34561269760582,117.81089448392181,775485.4016846132,776.0921187560276,0.0
149.6304613557741,120.5867790427766,792891.8147242469,801.8529680123474,0.0
152.7767175918214,122.9384513383186,809563.8265190616,827.2974890870156,0.0
155.92236641427473,125.17531631856713,826232.6196292419,852.1126738743206,0.0
159.0100057376884,127.40909779409091,842594.0204040108,876.7264033513665,0.0
162.1959035768855,129.6107741400375,859476.0930539164,900.474623867329,0.0
165.45014199779223,132.1962285567078,876720.302446301,923.5420623621844,0.0
168.5320564909307,134.53460491651168,893051.3673454417,946.4819627473205,0.0
171.6237551083451,136.95046408403982,909434.2783191208,969.1877505765227,0.0
174.80170400565592,139.51734204207602,926274.2295259708,992.2554160326594,0.0
177.66769050738577,141.85665534235983,941461.0919986372,1015.1026432016168,0.0
180.73788228845274,144.00212639262716,957730.038246511,1037.120355611131,0.0
183.70406871055505,146.28058218058553,973447.8600972312,1058.4670491659372,0.0
186.63968714975832,148.65141461555442,989003.7022065693,1079.7659203414635,0.0
189.59192649784677,150.80406493414208,1004647.6185120901,1100.8671299889686,0.0
192.45074238646228,153.16166016305564,1019796.4839058636,1122.1732049892219,0.0
195.30627183468775,155.2076450364571,1034927.9344520104,1142.8880518673109,0.0
198.1064036334023,157.0528355637649,1049765.8328533988,1163.39980783738,0.0
200.94285261768343,158.92320337626214,1064796.1760211044,1183.384736305376,0.0
203.89898912778793,161.02001937731796,1080460.7433881483,1202.8736784451535,0.0
206.64168510806581,163.34081755613298,1094994.2893876408,1222.015993348111,0.0
209.41243837377752,165.26600081437704,1109676.510942647,1240.333906189974,0.0
212.12243450813304,167.2921577346375,1124036.780458597,1258.4217477249003,0.0
214.97585934959503,169.4217098782945,1139157.078693504,1276.3477356366548,0.0
217.6251355002859,171.6924614798618,1153195.593016015,1294.3949221608011,0.0
220.19137163339065,173.59011510208884,1166794.078285337,1312.3060375943558,0.0
222.7140276925088,175.590478274243,1180161.6327426042,1330.5608620040164,0.0
225.26440047463976,177.39036207566573,1193676.058115116,1349.1660474492826,0.0
227.93135052995837,179.34326224828246,1207808.2264582494,1366.845686865335,0.0
230.57003904019874,181.16552789126342,1221790.636874013,1384.5986578094182,0.0
233.08026373669216,183.08994783919277,1235092.3175407317,1402.097122613423,0.0
235.59528500556263,185.09643613019995,1248419.4152444764,1419.495977646178,0.0
238.0889147732494,187.2828921825997,1261633.1593834485,1437.5973590124736,0.0
240.50847334904896,189.18962771083062,1274454.4002766104,1455.9386082961273,0.0
242.94418535667842,191.04947515572715,1287361.238205039,1474.221344811215,0.0
245.37689437639165,192.8365905159472,1300252.1633004993,1492.4165272599441,0.0
247.78925815630086,194.8991555903001,1313035.2789702383,1509.798767484428,0.0
250.09558645741467,196.48554374708615,1325256.5126378404,1526.4282226528712,0.0
