time,value
2019-07-17 21:00,5.7
2019-07-17 22:00,1.9
2019-07-17 23:00,1.9
2019-07-18 00:00,3.8
2019-07-18 01:00,3.8
2019-07-18 02:00,5.7
2019-07-18 03:00,5.7
2019-07-18 04:00,7.6
2019-07-18 05:00,7.6
2019-07-18 06:00,5.7
2019-07-18 07:00,5.7
2019-07-18 08:00,13.4
2019-07-18 09:00,7.6
2019-07-18 10:00,3.8
2019-07-18 11:00,24.8
2019-07-18 12:00,1.9
2019-07-18 13:00,7.6
2019-07-18 14:00,1.9
2019-07-18 15:00,6.7
2019-07-18 16:00,11.5
2019-07-18 17:00,5.7
2019-07-18 18:00,15.3
2019-07-18 19:00,21.0
2019-07-18 20:00,7.6
2019-07-18 21:00,3.8
2019-07-18 22:00,3.8
2019-07-18 23:00,5.7
2019-07-19 00:00,5.7
2019-07-19 01:00,11.5
2019-07-19 02:00,9.5
2019-07-19 03:00,11.5
2019-07-19 04:00,9.5
2019-07-19 05:00,5.7
2019-07-19 06:00,7.6
2019-07-19 07:00,11.5
2019-07-19 08:00,5.7
2019-07-19 09:00,17.2
2019-07-19 10:00,3.8
2019-07-19 11:00,7.6
2019-07-19 12:00,3.8
2019-07-19 13:00,1.9
2019-07-19 14:00,1.9
2019-07-19 15:00,5.7
2019-07-19 16:00,11.5
2019-07-19 17:00,21.0
2019-07-19 18:00,61.1
2019-07-19 19:00,11.5
2019-07-19 20:00,19.1
2019-07-19 21:00,36.3
2019-07-19 22:00,36.3
2019-07-19 23:00,12.5
2019-07-20 00:00,8.9
2019-07-20 01:00,5.0
2019-07-20 02:00,4.8
2019-07-20 03:00,7.4
2019-07-20 04:00,1.9
2019-07-20 05:00,12.5
2019-07-20 06:00,15.1
2019-07-20 07:00,1.9
2019-07-20 08:00,5.6
2019-07-20 09:00,6.3
2019-07-20 10:00,2.6
2019-07-20 11:00,5.7
2019-07-20 12:00,7.2
2019-07-20 13:00,5.7
2019-07-20 14:00,3.8
2019-07-20 15:00,3.8
2019-07-20 16:00,11.5
2019-07-20 17:00,40.1
2019-07-20 18:00,21.0
2019-07-20 19:00,5.7
2019-07-20 20:00,25.3
2019-07-20 21:00,13.4
2019-07-20 22:00,5.7
2019-07-20 23:00,5.7
2019-07-21 00:00,3.8
2019-07-21 01:00,7.2
2019-07-21 02:00,9.2
2019-07-21 03:00,13.1
2019-07-21 04:00,12.5
2019-07-21 05:00,5.5
2019-07-21 06:00,14.8
2019-07-21 07:00,21.0
2019-07-21 08:00,3.8
2019-07-21 09:00,5.7
2019-07-21 10:00,11.5
2019-07-21 11:00,3.8
2019-07-21 12:00,7.6
2019-07-21 13:00,4.8
2019-07-21 14:00,1.9
2019-07-21 15:00,6.9
2019-07-21 16:00,1.9
2019-07-21 17:00,3.8
2019-07-21 18:00,1.9
2019-07-21 19:00,24.8
2019-07-21 20:00,13.4
2019-07-21 21:00,15.3
2019-07-21 22:00,7.6
2019-07-21 23:00,34.4
2019-07-22 00:00,7.6
2019-07-22 01:00,11.5
2019-07-22 02:00,19.1
2019-07-22 03:00,1.9
2019-07-22 04:00,7.6
2019-07-22 05:00,7.6
2019-07-22 06:00,11.5
2019-07-22 07:00,15.3
2019-07-22 08:00,21.0
2019-07-22 09:00,5.7
2019-07-22 10:00,19.1
2019-07-22 11:00,13.4
2019-07-22 12:00,3.8
2019-07-22 13:00,13.4
2019-07-22 14:00,13.4
2019-07-22 15:00,5.7
2019-07-22 16:00,5.7
2019-07-22 17:00,15.3
2019-07-22 18:00,15.3
2019-07-22 19:00,19.1
2019-07-22 20:00,17.2
2019-07-22 21:00,3.8
2019-07-22 22:00,5.7
2019-07-22 23:00,7.6
2019-07-23 00:00,1.9
2019-07-23 01:00,5.7
2019-07-23 02:00,4.9
2019-07-23 03:00,2.5
2019-07-23 04:00,6.8
2019-07-23 05:00,7.6
2019-07-23 06:00,5.7
2019-07-23 07:00,5.7
2019-07-23 08:00,5.7
2019-07-23 09:00,7.6
2019-07-23 10:00,13.4
2019-07-23 11:00,22.9
2019-07-23 12:00,7.6
2019-07-23 13:00,7.6
2019-07-23 14:00,11.5
2019-07-23 15:00,3.8
2019-07-23 16:00,9.5
2019-07-23 17:00,20.3
2019-07-23 18:00,11.5
2019-07-23 19:00,30.6
2019-07-23 20:00,36.3
