step,pollutant_decay_rate,pollutant_diffusion,Mean AQI,Stdv AQI,Sum AQI,Mean max on interval
16.0,0.00999999977648258,0.05,0.0,0.0,0.0,0.0
16.0,0.00999999977648258,0.05,0.00931543954540715,0.01249333429314031,48.44028563611718,0.10313318579692433
16.0,0.00999999977648258,0.05,0.03686126664323142,0.03884056138067559,191.67858654480335,0.2405158814713696
16.0,0.00999999977648258,0.05,0.02027128394604967,0.02137820863861397,105.41067651945826,0.2687272560421621
16.0,0.00999999977648258,0.05,0.02440450862431277,0.02753285914822653,126.9034448464264,0.2875663123442989
16.0,0.00999999977648258,0.05,0.02173036163691317,0.02523137168813451,112.9978805119485,0.30449448792284733
16.0,0.00999999977648258,0.05,0.02162667203352437,0.02399856035429539,112.45869457432673,0.3038335717620635
16.0,0.00999999977648258,0.05,0.02245667078453736,0.02502450773891806,116.77468807959428,0.3117932471581884
16.0,0.00999999977648258,0.05,0.02072517693373078,0.02340524394838496,107.77092005540007,0.31164266931239243
16.0,0.00999999977648258,0.05,0.0199977740060325,0.02200750997643885,103.988424831369,0.3167004727723132
16.0,0.00999999977648258,0.05,0.02116908017875149,0.02213852343403089,110.07921692950775,0.31616805774726875
16.0,0.00999999977648258,0.05,0.01865799485205066,0.02026875645650264,97.0215732306634,0.31459796616335656
16.0,0.00999999977648258,0.05,0.01885431598094282,0.02093113768720999,98.04244310090266,0.312201197901451
16.0,0.00999999977648258,0.05,0.0197280906373394,0.02180006747302528,102.58607131416485,0.30932641342172673
16.0,0.00999999977648258,0.05,0.01956162059877417,0.02210623759180623,101.72042711362569,0.30392301079245565
16.0,0.00999999977648258,0.05,0.0189861531217494,0.02032238411102155,98.7279962330969,0.30171197801984617
16.0,0.00999999977648258,0.05,0.01906965947721641,0.02148024802764198,99.16222928152533,0.3010430362357472
16.0,0.00999999977648258,0.05,0.01907827379781183,0.02252097009461158,99.2070237486215,0.2995637158443601
16.0,0.00999999977648258,0.05,0.0185808198003757,0.02060738525834154,96.62026296195364,0.30004473699980483
16.0,0.00999999977648258,0.05,0.01882749410932417,0.0206188038821478,97.90296936848569,0.2994132761298925
16.0,0.00999999977648258,0.05,0.01862572655340903,0.02108808857003884,96.85377807772697,0.2998595037434279
16.0,0.00999999977648258,0.05,0.01946050519158571,0.02253425409366183,101.19462699624566,0.3144768735591967
16.0,0.00999999977648258,0.05,0.01827394616605939,0.02126161513922808,95.02452006350886,0.3212153808088863
16.0,0.00999999977648258,0.05,0.01871352759536564,0.02158775565844175,97.31034349590135,0.30945180705035413
16.0,0.00999999977648258,0.05,0.01822954284686283,0.02093181714780943,94.79362280368673,0.3050541882714602
16.0,0.00999999977648258,0.05,0.01768452181581042,0.01981100961374081,91.95951344221419,0.3011167651131397
16.0,0.00999999977648258,0.05,0.01778942252119267,0.02063359017434311,92.50499711020188,0.2961233170214242
16.0,0.00999999977648258,0.05,0.01763781717094334,0.01997487049320071,91.71664928890537,0.29321717966133104
16.0,0.00999999977648258,0.05,0.01771615665691152,0.01864711847588954,92.12401461593987,0.2856080821014686
16.0,0.00999999977648258,0.05,0.01822333071754461,0.02060006680183422,94.76131973123199,0.28505697828864696
16.0,0.00999999977648258,0.05,0.01776367031116763,0.01959313345069602,92.37108561807166,0.2771750530390467
16.0,0.00999999977648258,0.05,0.01903918736200106,0.0226509404384569,99.00377428240552,0.27493665879612295
16.0,0.00999999977648258,0.05,0.01717111383852457,0.0189935071133588,89.28979196032778,0.26991007732534045
16.0,0.00999999977648258,0.05,0.01856132885901749,0.02002901833111002,96.51891006689097,0.2686642187395811
16.0,0.00999999977648258,0.05,0.01900302066802867,0.02165220887082756,98.8157074737491,0.267830910168455
16.0,0.00999999977648258,0.05,0.01840959674162871,0.02106134532727258,95.72990305646931,0.2662655856214301
16.0,0.00999999977648258,0.05,0.0182799057774128,0.01983455511671849,95.05551004254654,0.26197313053969973
16.0,0.00999999977648258,0.05,0.01770040933502091,0.01878976511474732,92.04212854210871,0.2598201093220546
16.0,0.00999999977648258,0.05,0.01713401675357468,0.01816281090138861,89.09688711858831,0.2564084636966596
16.0,0.00999999977648258,0.05,0.01735645225288445,0.01836374426112046,90.25355171499912,0.2517738172859916
16.0,0.00999999977648258,0.05,0.01790767200314832,0.01851176867307396,93.11989441637125,0.2501826202976414
16.0,0.00999999977648258,0.05,0.01806354374107666,0.020071549214665,93.93042745359864,0.2474392273796316
16.0,0.00999999977648258,0.05,0.01632981723184893,0.01913358474587211,84.91504960561441,0.24345617683228976
16.0,0.00999999977648258,0.05,0.01720826483243295,0.01966253332911061,89.48297712865133,0.23785773841740077
16.0,0.00999999977648258,0.05,0.01635323265476878,0.01726198374432672,85.03680980479763,0.23566647729137488
16.0,0.00999999977648258,0.05,0.01618175799486987,0.01703964764371948,84.1451415733233,0.2331898683836453
16.0,0.00999999977648258,0.05,0.01744722108466948,0.01895338027666932,90.7255496402813,0.2311091969685844
16.0,0.00999999977648258,0.05,0.01699955315095911,0.01760653873310018,88.39767638498736,0.2295557822766386
16.0,0.00999999977648258,0.05,0.01771927902420161,0.01779495794957427,92.14025092584839,0.22745915501227135
16.0,0.00999999977648258,0.05,0.01707656310679205,0.01835619645575015,88.79812815531865,0.22858499510745947
16.0,0.00999999977648258,0.05,0.01761169139189953,0.01965103199321725,91.58079523787755,0.22320383859640525
16.0,0.00999999977648258,0.05,0.01660130059538325,0.017696138880052,86.32676309599292,0.22312044213196572
16.0,0.00999999977648258,0.05,0.01780087725835527,0.01940446548444293,92.56456174344741,0.22354300836314833
16.0,0.00999999977648258,0.05,0.01619890057291701,0.01805369260457654,84.23428297916844,0.22315154055195274
16.0,0.00999999977648258,0.05,0.01644158352642941,0.01828918046089829,85.49623433743295,0.22264938507414475
16.0,0.00999999977648258,0.05,0.01677273133172674,0.0185841601217891,87.21820292497904,0.22087111167813986
16.0,0.00999999977648258,0.05,0.01623990638062235,0.01728079102546638,84.44751317923625,0.22123843327957293
16.0,0.00999999977648258,0.05,0.01560383948592048,0.01586011503485204,81.1399653267865,0.22221452764326463
16.0,0.00999999977648258,0.05,0.016113146100103,0.01647031690754094,83.78835972053558,0.21861723293278026
16.0,0.00999999977648258,0.05,0.01705389414477623,0.01799084582615758,88.6802495528364,0.21812533276755317
16.0,0.00999999977648258,0.05,0.01566248154408532,0.01687571839027547,81.44490402924365,0.21880087760728367
16.0,0.00999999977648258,0.05,0.0158365464089512,0.01726967388056662,82.35004132654625,0.2148212106794513
16.0,0.00999999977648258,0.05,0.01510434544871937,0.0158377617211799,78.54259633334071,0.21119581410538982
16.0,0.00999999977648258,0.05,0.01686151933788669,0.0195792254696194,87.67990055701081,0.2110745194250556
16.0,0.00999999977648258,0.05,0.01665766070477295,0.0186779022978711,86.61983566481933,0.21218424525307492
16.0,0.00999999977648258,0.05,0.01674619029130253,0.01765463132957801,87.08018951477315,0.2102331266876014
16.0,0.00999999977648258,0.05,0.01652979163396605,0.01819430735629608,85.95491649662347,0.21075816022621718
16.0,0.00999999977648258,0.05,0.01615162502070654,0.01716689416087202,83.98845010767403,0.20964060530789824
