time,value
2019-07-27 02:00,49.9
2019-07-27 03:00,81.9
2019-07-27 04:00,91.0
2019-07-27 05:00,76.3
2019-07-27 06:00,55.2
2019-07-27 07:00,66.2
2019-07-27 08:00,65.9
2019-07-27 09:00,70.9
2019-07-27 10:00,65.4
2019-07-27 11:00,63.2
2019-07-27 12:00,58.2
2019-07-27 13:00,53.9
2019-07-27 14:00,50.1
2019-07-27 15:00,84.2
2019-07-27 16:00,58.5
2019-07-27 17:00,44.2
2019-07-27 18:00,51.8
2019-07-27 19:00,71.6
2019-07-27 20:00,55.8
2019-07-27 21:00,77.0
2019-07-27 22:00,61.8
2019-07-27 23:00,73.2
2019-07-28 00:00,57.5
2019-07-28 01:00,97.1
2019-07-28 02:00,111.5
2019-07-28 03:00,119.4
2019-07-28 04:00,126.8
2019-07-28 05:00,109.2
2019-07-28 06:00,65.1
2019-07-28 07:00,87.7
2019-07-28 08:00,61.4
2019-07-28 09:00,59.9
2019-07-28 10:00,54.1
2019-07-28 11:00,50.3
2019-07-28 12:00,48.7
2019-07-28 13:00,45.1
2019-07-28 14:00,40.3
2019-07-28 15:00,73.9
2019-07-28 16:00,67.6
2019-07-28 17:00,121.9
2019-07-28 18:00,91.5
2019-07-28 19:00,110.6
2019-07-28 20:00,86.7
2019-07-28 21:00,60.1
2019-07-28 22:00,58.8
2019-07-28 23:00,55.1
2019-07-29 00:00,56.8
2019-07-29 01:00,61.8
2019-07-29 02:00,60.5
2019-07-29 03:00,64.6
2019-07-29 04:00,53.9
2019-07-29 05:00,57.0
2019-07-29 06:00,64.6
